,id,response,knowledge,Q2_no_nli,Q2
12719,12719, The speaker has been working for a long time., The speaker had to quit her job when her son was born.,0.0,0.0
12720,12720, The speaker told the listener that he was looking for a new job., The speaker begins to hunt for a job in order to get out of the cage.,0.2222222222222222,0.2222222222222222
12721,12721, The speaker told the listener that he was looking for a new job., The speaker begins to hunt for a job in order to get out of the cage.,0.2222222222222222,0.2222222222222222
12722,12722, The listener is feeling sad for the speaker., The listener was feeling pity for the speaker.,0.5,0.5
12723,12723, The speaker and the listener were watching the movie., The speaker and the listener went to see a movie at the cinema hall.,1.0,1.0
12724,12724, The speaker and the listener will watch the movie together., The listener is surprised to know that the speaker didn't like the movie despite having a good storyline and popularity.,0.0,0.0
12725,12725, The speaker would tell the listener to wait for the next day., The listener is surprised to know that the speaker didn't like the movie despite having a good storyline and popularity.,0.0,0.0
12726,12726, The listener asked the speaker why he was saying this., The speaker had been hearing a lot about the movie which they went to see.,0.0,0.0
12727,12727, The speaker would tell the listener about his favorite actress in the movie.," The listener seeks an answer from the speaker, ""does he like the story?"".",0.0,0.0
12728,12728, The speaker would tell the listener about the popularity of the book.," The listener seeks an answer from the speaker, ""does he like the story?"".",0.25,0.25
12729,12729," The speaker read the bestseller by the famous writer, lots of people like it.", The speaker was not into romantic movies and prefered action more than romance.,0.0,0.0
12730,12730, The speaker will not read the novel again., The speaker explains to the listener that the storey bored him but he followed it because of the character in the story.,0.0,0.0
12731,12731, The speaker is unable to understand the story., The speaker explains to the listener that the storey bored him but he followed it because of the character in the story.,0.0,0.0
12732,12732, The listener is excited to read the movie., The listener disliked the movie because of its story.,0.0,0.0
12733,12733, The speaker's class starts at 8:00 am., The speaker woke up late.,0.0,0.0
12734,12734, The speaker gets late for his school field trip.," The speaker explains to the listener that he has to be early, unlike other days at school.",0.0,0.0
12735,12735, The speaker gets ready for his school field trip.," The speaker explains to the listener that he has to be early, unlike other days at school.",0.0,0.0
12736,12736, The speaker's school field trip starts at 8:00 am., The speaker was going on a school trip for which he had to report their early than the usual time.,0.0,0.0
12737,12737, The speaker reaches the school by 7:15 am., The listener suggests to the speaker that you should book a private cab to cover the distance quickly.,0.0,0.0
12738,12738, The speaker reaches the school by 7:15 am., The listener suggests to the speaker that you should book a private cab to cover the distance quickly.,0.0,0.0
12739,12739, The listener is excited to attend the school field trip., The listener was feeling pity for the speaker.,0.0,0.0
12740,12740, Mr. taylor was looking for a new job., The listener was called to the speaker's company for the interview.,0.0,0.0
12741,12741, Mr. taylor told the listener about his previous job., The interviewer will ask basic questions with mr. taylor regarding his past work experiences.,0.0,0.0
12742,12742, The speaker and mr. taylor started their work., The interviewer will ask basic questions with mr. taylor regarding his past work experiences.,0.0,0.0
12743,12743, Mr. taylor was looking for a new job., The listener reached the company right on time for the interview.,0.0,0.0
12744,12744, Mr. taylor told the listener about his previous job., Taylor starts sharing the details of job responsibilities and so-on.,0.13333333333333333,0.13333333333333333
12745,12745, Mr. taylor told the listener about his previous job., Taylor starts sharing the details of job responsibilities and so-on.,0.13333333333333333,0.13333333333333333
12746,12746, The listener asked the speaker about his previous job., The listener inquired about the previous work experiences of the speaker.,0.4444444444444444,0.4444444444444444
12747,12747, Mr. taylor told the listener about his previous job., The speaker confirms to the listener that it's an i.t company.,0.0,0.0
12748,12748, Mr. taylor told the listener about his previous job., The speaker confirms to the listener that it's an i.t company.,0.0,0.0
12749,12749, Mr. taylor was looking for a new job., The speaker's company had an opening for a website designer.,0.0,0.0
12750,12750, Mr. taylor showed his resume to the interviewer., The speaker explains the job requirements to the listener who knows web development skills.,0.0,0.0
12751,12751, Mr. taylor showed his resume to the interviewer., The speaker explains the job requirements to the listener who knows web development skills.,0.0,0.0
12752,12752, Mr. taylor had read the book., The listener applied for the post of a software engineer in the speaker's company.,0.0,0.0
12753,12753, Mr. taylor told the listener that he had never read the book.," The listener urges the speaker to take leave, and you'll get a call from the hr department.",0.0,0.0
12754,12754, Mr. taylor told the listener that he had never read the book.," The listener urges the speaker to take leave, and you'll get a call from the hr department.",0.0,0.0
12755,12755, The listener is surprised to hear that mr. taylor has not read the book., The listener felt disappointed as the speaker did not have any knowledge about website designing.,0.0,0.0
12756,12756, The listener asked the speaker about the return policy of the library., The speaker went to rent some books and dvds from a public library.,0.0,0.0
12757,12757, The speaker asks the listener if he needs to borrow the books or the dvd., The speaker will borrow some books and dvds from the library.,0.0,0.0
12758,12758, The speaker asks the listener about the cost of the dvd., The speaker will borrow some books and dvds from the library.,0.0,0.0
12759,12759, The speaker has to return the books and the dvd., The public library had a policy that any student can borrow the book for a maximum of five days only.,0.0,0.0
12760,12760, The speaker informed the listener that the return date of the books and the dvd will be fixed next monday., The listener seeks an answer what is the late charges from the speaker.,0.0,0.0
12761,12761, The speaker informs the listener that he will return the books and the dvd by next monday., The listener seeks an answer what is the late charges from the speaker.,0.0,0.0
12762,12762, The listener inquired about the return date of the books and the dvd., The listener inquired about the due date of returning the dvd.,0.0,0.0
12763,12763, The speaker informed the listener that the books would be returned in 6 days and the dvd in 3 days., The speaker emphasises that this applies to every books & dvds in the store.,0.0,0.0
12764,12764, The speaker informed the listener that the books and the dvd would be returned within three days., The speaker emphasises that this applies to every books & dvds in the store.,0.0,0.0
12765,12765, The speaker asks the listener about the return date of the books and the dvd., The speaker mentions sunday as a leverage day for customers.,0.0,0.0
12766,12766, The speaker informed the listener that sunday is a holiday., The speaker mentions sunday as a leverage day for customers.,0.0,0.25
12767,12767, The speaker's friend changed the return date of the books to monday., The library had to extend a day because the library used to remain closed on sundays.,0.0,0.0
12768,12768, The speaker informed the listener that the return date of the books and the dvd is fixed for sunday., The speaker is somewhat happy with the store's policy toward customers.,0.0,0.0
12769,12769, The speaker decides to spend the entire day reading the books., The speaker is somewhat happy with the store's policy toward customers.,0.0,0.0
12770,12770, The speaker has to attend a meeting with his wife., The speaker went for a meeting inside the conference room.,0.0,0.0
12771,12771, The speaker informed the listener that he had to attend a meeting with his wife., The speaker will explain the agenda of the meeting to the listener.,0.0,0.0
12772,12772, The speaker told the listener that the meeting was going to take longer than planned., The speaker will explain the agenda of the meeting to the listener.,0.0,0.0
12773,12773, The speaker's wife is out of town for the entire day., The speaker had been working as the listener's personal secretary.,0.0,0.0
12774,12774," The speaker told the listener that if anyone calls him while he is out, he will take the message.", The listener appreciated the listener's service.,0.0,0.0
12775,12775," The speaker told the listener that if anyone calls while he is out, he will take the message.", The listener appreciated the listener's service.,0.0,0.0
12776,12776," The listener informed the speaker that if anyone calls while the speaker is out, he will take the message.", The listener will take the official messages for the speaker on his behalf during the speaker's official meeting.,0.0,0.0
12777,12777," The speaker told the listener that if anyone calls him while he is out, he will take the message.", The listener continues with the meeting.,0.0,0.0
12778,12778," The speaker told the listener that if anyone calls him while he is out, he will take the message.", The listener continues with the meeting.,0.0,0.0
12779,12779, The listener is happy to help the speaker., The listener feels caring towards the speaker.,0.0,0.0
12780,12780, The speaker's friend has moved out last friday., Patrick got transferred from the previous work site to a new place.,0.0,0.0
12781,12781, The speaker informed the listener that patrick had moved out last friday., The listener will share that patrick's new residence is in a very posh colony.,0.0,0.0
12782,12782, The speaker informed the listener that patrick had moved out last friday., The listener will share that patrick's new residence is in a very posh colony.,0.0,0.0
12783,12783, The speaker heard about patrick's new apartment., The speaker knows the new apartment patrick purchased is a luxury one.,0.0,0.0
12784,12784, The speaker inquires about the price of the new apartment., The listener has no idea about the rent agreement.,0.0,0.0
12785,12785, The speaker inquires about the price of the new apartment., The listener has no idea about the rent agreement.,0.0,0.0
12786,12786, The speaker is curious to know if patrick is paying more for the new apartment., Patrick finds his new neighborhood to be a nice and quiet place.,0.0,0.0
12787,12787, The speaker asks the listener about the price of the new apartment., The listener describes how peter invited us to the celebration party this weekend.,0.0,0.0
12788,12788, The speaker asks the listener about the price of the new apartment., The listener describes how peter invited us to the celebration party this weekend.,0.0,0.0
12789,12789, The listener is surprised to hear about patrick's new apartment., The listener feels happy for patrick as he has shifted closer to the listener's house.,0.0,0.0
12790,12790, The speaker and the listener met after a long time., Marry and peter met after a long time.,0.0,0.0
12791,12791, Mr. peter would ask mrs. marry about her work., Both peter and mary will feel delighted to meet each other after a long time.,0.0,0.0
12792,12792, The speaker told the listener that he had not seen the listener for a long time., Both peter and mary will feel delighted to meet each other after a long time.,0.0,0.0
12793,12793, The speaker had to attend a business meeting.," Marry was window shopping in the mall, as she got some free time from her business trip.",0.0,0.0
12794,12794, Mr. peter told mrs. marry that he had to attend a business meeting., The speaker explains to the listener that he has to submit the required document for the plant to run.,0.0,0.0
12795,12795, Mr. peter told mrs. marry that he had to attend a meeting., The speaker explains to the listener that he has to submit the required document for the plant to run.,0.0,0.0
12796,12796, The speaker was going on a business trip., Mary works in an international mnc at a very senior position.,0.0,0.0
12797,12797, Mr. peter told mrs. marry that he was going on a business trip., The listener regrets the speaker's statement that he never got out of the town.,0.0,0.0
12798,12798, Mr. peter told mrs. marry that he was going on a business trip., The listener regrets the speaker's statement that he never got out of the town.,0.0,0.0
12799,12799, The listener asked the speaker about his work., Marry inquired about peter's whereabouts.,0.0,0.0
12800,12800, Mr. peter would ask mrs. marry about her work., The speaker seeks out the listener's work.,0.0,0.0
12801,12801, Mr. peter would ask mrs. marry about her work., The speaker seeks out the listener's work.,0.0,0.0
12802,12802, Peter works in a school.," The last time when marry met peter, he was jobless and unsettled.",0.0,0.0
12803,12803, Mr. peter told mrs. marry that he had been working in the same school for a long time., The speaker reveals his passion about teaching.,0.0,0.0
12804,12804, Mr. peter told mrs. marry that he had been working in the same school for a long time., The speaker reveals his passion about teaching.,0.0,0.0
12805,12805, The listener is curious to know about the speaker., The listener is excited about spending time with the speaker.,0.0,0.0
12806,12806, The speaker went to the library to borrow some books.," Peter came late to the class, and he is seeking permission from his teacher to join the class.",0.0,0.0
12807,12807, The speaker went to the library to borrow some books.," The speaker explains to the listener that because of the librarian's carelessness, he had to search more for the book.",0.0,0.0
12808,12808, The speaker went to the library to borrow some books.," The speaker explains to the listener that because of the librarian's carelessness, he had to search more for the book.",0.0,0.0
12809,12809, The speaker went to the library to borrow some books., Peter was in the library to borrow some books.,0.5555555555555555,0.6666666666666666
12810,12810, The speaker went to the library to borrow some books., The listener reminds the speaker that you are supposed to be in a class right now.,0.0,0.0
12811,12811, The speaker went to the library to borrow some books., The listener reminds the speaker that you are supposed to be in a class right now.,0.0,0.0
12812,12812, The listener has borrowed some books from the library., It took a lot of time for peter to find suitable books for his courses.,0.0,0.0
12813,12813, The speaker asks the listener to take a seat in the class., The listener restores the session of his class.,0.0,0.0
12814,12814, The speaker asks the listener to take a seat in the class., The listener restores the session of his class.,0.0,0.0
12815,12815, The listener is happy to help the speaker., The listener is happy because the teacher didn't scold him for coming late to the class.,0.0,0.0
12816,12816, Peter is learning to drive., The speaker is inquiring peter about that driving school where he is learning to drive.,1.0,1.0
12817,12817, The speaker would ask the listener about the driving school., The speaker suggests to the speaker that he can find a cheaper institution in the city.,0.0,0.0
12818,12818, The speaker will enroll in the aa driving school., The speaker suggests to the speaker that he can find a cheaper institution in the city.,0.0,0.0
12819,12819, The speaker has been learning to drive for a long time., The driving school where peter is learning to drive is quite expensive.,0.0,0.0
12820,12820, The speaker would ask the listener about the cost of the driving school., The speaker shares with the listener that their payment system is strange.,0.0,0.0
12821,12821, The speaker would ask the listener about the cost of the driving school., The speaker shares with the listener that their payment system is strange.,0.0,0.0
12822,12822, The listener asked the speaker if the teachers car was new., Peter learns to drive perfectly because small cars drive in traffic smoothly.,0.0,0.0
12823,12823, The speaker takes out his car keys and starts driving., The speaker shares that they used a big car at the time of the test.,0.0,0.0
12824,12824, The speaker would ask the listener about the model of the car., The speaker shares that they used a big car at the time of the test.,0.41666666666666663,0.5
12825,12825, The speaker is not good at driving., Peter is not so proficient with driving.,0.0,0.0
12826,12826, The speaker informed the listener that he had not taken the driving test for a long time., The listener was curious to know the reason behind the failure.,0.0,0.0
12827,12827, The speaker will take the driving test., The listener was curious to know the reason behind the failure.,0.0,0.0
12828,12828, The traffic lights were red., The speaker's careless driving led him to failure in his driving test.,0.0,0.0
12829,12829, The speaker informed the listener that he did not hit anything while driving.," The listener encouraged the speaker to be focused and said ""you're going to crack this time the driving test.""",0.0,0.0
12830,12830, The speaker informed the listener that he did not hit anything while driving.," The listener encouraged the speaker to be focused and said ""you're going to crack this time the driving test.""",0.0,0.0
12831,12831, The listener is impressed by the speaker's driving skills., The listener feels sad to know that peter failed the driving test.,0.0,0.0
12832,12832, The speaker and mrs. morrison are friends., Mrs. morrison is the speaker's client.,0.0,0.0
12833,12833, The speaker and mrs. morrison will meet at the dentist's clinic., The listener will confirm the meeting time to be fixed with mrs. morrison.,0.0,0.0
12834,12834, The speaker and mrs. morrison will meet tomorrow., The listener will confirm the meeting time to be fixed with mrs. morrison.,0.0,0.0
12835,12835, The speaker has to meet mrs. morrison at 2:30 pm., The speaker's secretary confirms whether to schedule a meeting with mrs. jhonson tomorrow at 4:00 p.m.,0.16666666666666666,0.0
12836,12836, The speaker and mrs. morrison will meet at 2:30 pm., The speaker explains that he won't be available tomorrow.,0.0,0.0
12837,12837, The speaker and mrs. morrison will meet at 2:30 pm., The speaker explains that he won't be available tomorrow.,0.0,0.0
12838,12838, The speaker needs to meet mrs morrison at 2:30 pm., The speaker has requested his secretary to schedule a meeting with mrs. jhonson tomorrow at 2:30 p.m.,0.5,0.3333333333333333
12839,12839, Mr. johnson told mrs. morrison that he would meet him at 2:30 pm., The listener confirms the speaker that mr. jhohnson is available.,0.0,0.0
12840,12840, Mr. johnson told mrs. morrison that he would meet him at 2:30 pm., The listener confirms the speaker that mr. jhohnson is available.,0.0,0.0
12841,12841, The listener is happy to meet mrs. morrison., The listener is happy about arranging the speaker's appointment with mr. johnson.,0.0,0.0
12842,12842, The speaker has asked the listener to write his name on the box., The listener is filling a form for official purposes.,0.0,0.0
12843,12843, The speaker writes the listener's name in the single box., The listener will urge the speaker to fill the form as per the prescribed format.,0.0,0.0
12844,12844, The speaker notes down the name of the listener., The listener will urge the speaker to fill the form as per the prescribed format.,0.0,0.0
12845,12845, The speaker has given his family name and last name to the listener.," The listener doesn't know how to fill the form, and he is querying about the same.",0.0,0.0
12846,12846, The speaker writes down the listener's first name and last name., The listener seeks an answer from the listener that his name is going beyond the line.,0.0,0.0
12847,12847, The speaker writes down the listener's first name and last name., The listener seeks an answer from the listener that his name is going beyond the line.,0.0,0.0
12848,12848, The listener asked the speaker about his family name and first name., The speaker gets guidance for filling up his form.,0.0,0.0
12849,12849, The listener puts his mark in the single box., The listener follows the speaker's instructions and finishes the form filling.,0.0,0.0
12850,12850, The listener puts his mark in the single box., The listener follows the speaker's instructions and finishes the form filling.,0.0,0.0
12851,12851, The listener is happy to help the speaker., The listener is happy about the help he got in completing his form.,0.0,0.0
12852,12852, The listener asked the speaker if there was something about the requirements he did not understand., The speaker is discussing the oral presentation of his project with professor edward.,0.0,0.0
12853,12853, The speaker gives an oral presentation to the listener., The speaker is remorseful for not meeting expectations.,0.0,0.0
12854,12854, The speaker will not be able to complete the oral presentation., The speaker is remorseful for not meeting expectations.,0.0,0.0
12855,12855, The listener asked the speaker if he would be ready in time for the presentation., Professor edward asked the speaker whether he would be able to finish off the project on time.,0.08333333333333333,0.5
12856,12856, The speaker gives an oral presentation to the listener., The speaker explains to the listener that he has been facing a phobia.,0.6666666666666666,0.6666666666666666
12857,12857, The speaker asks the listener if he needs more time to prepare the presentation., The speaker explains to the listener that he has been facing a phobia.,0.0,0.0
12858,12858, The listener asked the speaker if he could give a presentation in front of the people., The speaker shared with professor edward that he won't give the project's presentation as he gets nervous in front of people.,0.0,0.0
12859,12859, The speaker will give his presentation in front of the audience., The speaker doesn't find a solution to the phobia.,0.0,0.0
12860,12860, The speaker gets nervous in front of the audience., The speaker doesn't find a solution to the phobia.,0.0,0.0
12861,12861, The speaker's teacher has suggested him to write a paper instead of giving a presentation.," The speaker insisted that instead of giving the presentation in front of the people, he would write a paper.",0.0,0.0
12862,12862, The speaker gives the paper to the listener., The speaker requests the listener to accept it as a special category.,0.0,0.0
12863,12863, The speaker gives the paper to the listener., The speaker requests the listener to accept it as a special category.,0.0,0.0
12864,12864, The speaker was not able to give his presentation in front of the audience., The speaker has informed professor edward about his fear of public speaking and requested the professor to let him write a paper instead.,0.0,0.5
12865,12865, The speaker decides to give the presentation in front of a video camera., The speaker risks his image and takes a permission in the category of special cases.,0.0,0.0
12866,12866, The speaker would ask the professor to allow him to write the paper., The speaker risks his image and takes a permission in the category of special cases.,0.0,0.0
12867,12867, The listener is anxious about giving a presentation in front of the audience., The listener is happy with the decision of professor edward.,0.0,0.0
12868,12868, The speaker and mrs. rageh have met each other for the first time., Rageh and mimi met after a long time.,0.0,0.0
12869,12869, Mr. rageh would ask mrs.milie about her appearance., Both rageh and mimi will be delighted to meet each other after a long time.,0.0,0.0
12870,12870, The speaker and the listener will go to a restaurant to have dinner., Both rageh and mimi will be delighted to meet each other after a long time.,0.0,0.0
12871,12871, The speaker and mrs. rageh are friends since college.," Rageh went for his higher studies and came back recently, so mimi lost touch with him after their campus life.",0.0,0.0
12872,12872, Mr. rageh would ask mrs.milie about her past., Mimi is happy to see rageh after a long time.,0.0,0.0
12873,12873, The speaker is surprised to see the listener., Mimi is happy to see rageh after a long time.,0.0,0.0
12874,12874, The speaker and mrs. rageh met after a long time., Rageh and mimi coincidently met each other after a gap of 10 years.,0.0,0.3333333333333333
12875,12875, Mr. rageh would ask mrs.mrs.milie about her work., The speaker and the listener are meeting for the first time after college.,0.0,0.0
12876,12876, The speaker hugged mrs. rageh., The speaker and the listener are meeting for the first time after college.,0.0,0.0
12877,12877, The speaker asked mrs. rageh if she lived in boston., Mimi inquired rageh that whether he currently works in boston.,0.0,0.0
12878,12878, Mr. rageh would ask mrs.milie about her work location., The litener promises the speaker a visit to his home.,0.0,0.0
12879,12879, Mr. rageh would ask mrs.milie about her work location., The litener promises the speaker a visit to his home.,0.0,0.0
12880,12880, The listener is happy to know that mrs. mr. roseh lives in boston., The listener is happy to see mimi after such a long time.,0.3333333333333333,0.3333333333333333
12881,12881, The receptionist at the hotel asked the receptionist if he could help the customer., The guest called up the hotel's reception helpdesk to ask them about the hotel's checkout time.,0.0,0.3333333333333333
12882,12882, The receptionist will check the status of the guest., Mrs. browning will clear her query regarding her check-out time with the hotel reception staff.,0.0,0.0
12883,12883, The receptionist will brief the receptionist about the status of the call., Mrs. browning will clear her query regarding her check-out time with the hotel reception staff.,0.0,0.5
12884,12884, The speaker is not sure about the check out time.," The guest's flight is in the evening at 5 o'clock, so he needs to extend the hotel's check-out time.",0.0,0.0
12885,12885, The receptionist will ask the guest about the check out time., The speaker seeks an answer from the listener about the policy of check-out timing.,0.0,0.0
12886,12886, The receptionist will ask the guest about the check out time., The speaker seeks an answer from the listener about the policy of check-out timing.,0.0,0.0
12887,12887, The listener asked the speaker about the check out time., The guest forgot to ask about the hotel's checkout time during his check-in into the hotel.,0.0,0.0
12888,12888, The listener asks the speaker about the check out time., The speaker realises that the listener finds herself in suspension.,0.0,0.0
12889,12889, The receptionist will check the check-out time of the guest., The speaker realises that the listener finds herself in suspension.,0.0,0.0
12890,12890, The speaker has booked a room for the listener., The guest has requested the hotel authorities to extend his checkout time due to a flight delay.,0.0,0.0
12891,12891, The receptionist will ask the guest about the duration of stay in the hotel., The listener takes a sigh of relief after having extended time from the speaker.,0.0,0.0
12892,12892, The receptionist will ask the guest about the duration of stay in the hotel., The listener takes a sigh of relief after having extended time from the speaker.,0.0,0.0
12893,12893, The receptionist has assured the speaker that she will keep her room for at least 2 hours., The hotel authorities have granted the guest permission to keep the room occupied until 2:00 pm.,0.0,0.0
12894,12894, The receptionist will ask the guest about the duration of stay in the hotel., The speaker wishes her the best at the time of check-out.,0.0,0.0
12895,12895, The receptionist will ask the guest about the duration of stay in the hotel., The speaker wishes her the best at the time of check-out.,0.0,0.0
12896,12896, The listener is happy to help the speaker., The guest is happy with the hotel's hospitality and customer service.,0.0,0.0
12897,12897, The listener asked robert if he plays guitar., The speaker is inquiring robert that whether he still plays the guitar.,0.0,0.0
12898,12898, Mr. robert told the listener that he used to play guitar., The speaker explains to the speaker that he quits when pursuing graduation.,0.0,0.0
12899,12899, Mr. robert told the listener that he used to play guitar., The speaker explains to the speaker that he quits when pursuing graduation.,0.0,0.0
12900,12900, The speaker is busy with his studies., Robert informed that he didn't play the guitar for quite some time.,0.0,0.0
12901,12901, Mr. robert told the listener that he was busy with his studies., The listener tries to convince the speaker that the show will last only an hour.,0.0,0.0
12902,12902, Mr. robert told the listener that he was busy with his studies., The listener tries to convince the speaker that the show will last only an hour.,0.0,0.0
12903,12903, The speaker's friend asked him why he was asking him to join the music group.," Robert is unable to practice guitar, due to being busy with his studies.",0.0,0.0
12904,12904, Mr. robert told the listener that he was planning to organize a music group for the weekends.," The speaker explains that there is no group, so we'll grow faster in the town.",0.0,0.0
12905,12905, Mr. robert told the listener that he was planning to organize a music group on weekends.," The speaker explains that there is no group, so we'll grow faster in the town.",0.0,0.0
12906,12906, The speaker is trying to organize a group to play at some parties on weekends., The speaker is organizing a party over the weekend.,0.25,0.75
12907,12907, Mr. robert told the listener that he was trying to organize a group to play at some parties on weekends., The listener agrees only on weekends.,0.0,0.0
12908,12908, Mr. robert told the listener that he was trying to organize a group to play at some parties on weekends., The listener agrees only on weekends.,0.0,0.0
12909,12909, The listener is surprised to hear that the speaker is trying to organize a group to play at some parties., The listener feels disappointed for being unable to join the troupe due to his studies.,0.0,0.0
12910,12910, The speaker is a businessman., Sam's business is not performing well for the past couple of months.,0.0,0.5
12911,12911, Mr. sam told the listener that he was unhappy with his business., The speaker will feel concerned about sam's loss in his business.,0.0,0.0
12912,12912, The speaker shows his business card to the listener., The speaker will feel concerned about sam's loss in his business.,0.0,0.0
12913,12913, The speaker's business is facing a shortage of customers., The business fails to provide good quality products and services to its customers.,0.0,0.0
12914,12914, Mr. sam told the listener that he was looking for new customers for his business., The speaker let the listener know that he did everything in his power to,0.0,0.0
12915,12915, The speaker told the listener that he was not able to get enough customers for his business., The speaker let the listener know that he did everything in his power to,0.0,0.0
12916,12916, The speaker does not have enough customers for his business., There are many competitors of sam's business in the market.,0.0,0.0
12917,12917, The speaker informed the listener that he does not have enough customers for his business., The speaker shares the sour experiece and is desperate with his business.,0.0,0.0
12918,12918, The speaker informed the listener that he does not have enough customers for his business., The speaker shares the sour experiece and is desperate with his business.,0.0,0.0
12919,12919, The speaker's business is facing a shortage of customers., Sam's business is not performing well for the past couple of months.,0.0,0.3333333333333333
12920,12920, Mr. sam told the listener that he did not have enough customers for his business., The speaker has had a bad experience and is desperate to get his business back on track.,0.0,0.0
12921,12921, Mr. sam told the listener that he did not have enough customers for his business., The speaker has had a bad experience and is desperate to get his business back on track.,0.0,0.0
12922,12922, The listener is disappointed with the speaker., The listener will feel sad for sam as he is facing losses in his business.,0.0,0.0
12923,12923, The speaker has read the novel.," The school's library had a copy of the novel, which sarah was searching to buy.",0.0,0.0
12924,12924, The speaker informed the listener that she had already purchased the novel., Sarah will feel relieved after finally having the novel of her choice.,0.0,0.0
12925,12925, The speaker asks the listener about the price of the novel., Sarah will feel relieved after finally having the novel of her choice.,0.0,0.0
12926,12926, The speaker has already read the novel in the school library., Sarah found a copy of the novel in her school's library.,0.0,0.0
12927,12927, The speaker and the listener will go to the library to buy the novel., Sarah describes to the speaker that she studied the novel as a subject in school.,0.0,0.0
12928,12928, The speaker and the listener will go to the library to buy the novel., Sarah describes to the speaker that she studied the novel as a subject in school.,0.0,0.0
12929,12929, The speaker has already read the novel., Sarah has kept the novel in her study room.,0.0,0.0
12930,12930, The speaker and the listener will go to the library to buy the novel., Sarah gets the novel for her friend.,0.0,0.0
12931,12931, The speaker and the listener will go to the library to buy the novel., Sarah gets the novel for her friend.,0.0,0.0
12932,12932, The listener is excited to read the novel., The listener will feel hopeful that she will get the novel from sarah.,0.5588235294117647,0.5588235294117647
12933,12933, Mike asked laura if she wanted to go to the bowling., Laura asked mike whether he would come with her for a bowling activity.,0.6666666666666666,0.6666666666666666
12934,12934, Mr. mike would ask mrs. laura about her plans for the evening., Mike explains to the listener that he is occupied with other things.,0.0,0.0
12935,12935, Mrs. laura told mr. mike that she'd go for a bowl., Mike explains to the listener that he is occupied with other things.,0.0,0.0
12936,12936, The speaker's brother is a soccer player., Mike informed laura that he would not be able to accompany her to the bowling activity.,0.0,0.0
12937,12937, Mrs. laura would ask mr. bob about his plans for the evening.," Mike updates the listener after so long, we planned something with our elder brother.",0.0,0.0
12938,12938, Mrs. laura told mr. mike that she'd be going to the soccer match with her brother.," Mike updates the listener after so long, we planned something with our elder brother.",0.0,0.0
12939,12939, The speaker and mrs.aura are going to a soccer match., Both mike and laura are free tomorrow.,0.0,0.0
12940,12940, Mrs. laura would ask mr. bob about his plans for the evening., The speaker urges the listener to make a plan for another day.,0.0,0.0
12941,12941, Mrs. laura would ask mr. bob about his plans for the evening., The speaker urges the listener to make a plan for another day.,0.0,0.0
12942,12942, The speaker has to attend a soccer match with his brother., Both mike and lura are deciding about the time at which they will leave for the bowling activity.,0.0,0.0
12943,12943, Mr. mike told mrs. laura that he would go to the soccer match with his brother., The student decides to go after office hours.,0.0,0.0
12944,12944, Mr. mike told mrs. laura that he would go to the soccer match with his brother., The student decides to go after office hours.,0.0,0.0
12945,12945, The listener asked mrs. laura to go with them to the soccer match., Mike and lura requested mary to join them for the bowling activity.,0.0,0.0
12946,12946, Mrs. laura and mr. bob went to the restaurant to have dinner., The speaker loves to dine at the restaurant.,0.0,0.0
12947,12947, Mrs. laura and mr. bob went to the restaurant to have dinner., The speaker loves to dine at the restaurant.,0.0,0.0
12948,12948, The listener is excited to go to dinner with mrs. laura., The listener will feel excited about for the bowling activity.,0.0,0.0
12949,12949, The speaker has to attend a business meeting in chicago., The speaker has an important meeting in Chicago.,0.5,0.5
12950,12950, The speaker would ask the listener about the timings of the train., The listener will brief the speaker about the timetable of different trains.,0.2857142857142857,0.2857142857142857
12951,12951, The speaker will reach his destination on time., The listener will brief the speaker about the timetable of different trains.,0.0,0.0
12952,12952, The listener asked the speaker about the timings of the train., The railway officer is reading the railway timetable for the passenger.,0.0,0.0
12953,12953, The speaker checks the timings of the train., The speaker requests the listener to check another train.,0.0,0.0
12954,12954, The speaker checks the timings of the train., The speaker requests the listener to check another train.,0.0,0.0
12955,12955, The listener asked the speaker about the train timings., The passenger is in a hurry to reach chicago as soon as possible.,0.0,0.0
12956,12956, The speaker checks the timings of the train., The speaker warns the listener if you miss the train you won't be able to reach chicago on time.,0.047619047619047596,0.047619047619047596
12957,12957, The speaker would ask the listener about the timing of the train., The speaker warns the listener if you miss the train you won't be able to reach chicago on time.,0.27941176470588236,0.27941176470588236
12958,12958, The listener is happy to help the speaker.," The listener will feel disappointed as he had already missed his train to chicago, which was scheduled for 9:10 a.m.",0.0,0.0
12959,12959, The speaker has been in peace core for a long time., The speaker inquired his friend that since how long he is in the peace core.,0.3333333333333333,0.3333333333333333
12960,12960, The speaker asks the listener about the duration of his stay in peace core., The listener shares his experiences about been living in the peace core.,0.0,0.0
12961,12961, The speaker asks the listener about the duration of his stay in peace core., The listener shares his experiences about been living in the peace core.,0.0,0.0
12962,12962, The speaker has been working in peace core for a year now., The peace core follows a strict timetable for the activities conducted there.,0.0,0.0
12963,12963, The speaker told the listener that he had been working in peace core for a year., The speaker discusses his tough times with the listener.,0.0,0.0
12964,12964, The speaker told the listener that he had been working in peace core for a year now., The speaker discusses his tough times with the listener.,0.0,0.0
12965,12965, The listener asked the speaker about the most difficult thing about being in peace core., The speaker's friend informed that he lived in the peace core for about a year.,0.0,0.0
12966,12966, The speaker decides to join the peace core., The speaker represents the very different side of him after being in the peace core.,0.0,0.0
