,response,knowledge
12046," Mr. ted would tell the listener about his ideal city.
"," The speaker feels that he is ready to participate in this competition.
"
12047," The listener asked the speaker about the topic of the competition.
"," The speaker has some development thought about his city.
"
12048," Mr. ted would tell the listener about his ideal city.
"," The speaker completed all the formalities for participating in the competition.
"
12049," Mr. ted would tell the listener about his ideal city.
"," The speaker completed all the formalities for participating in the competition.
"
12050," The listener asked the speaker about his ideal city.
"," The speaker wishes to have more trees in his city so the city looks green.
"
12051," The listener is happy to know that the speaker is interested in the competition.
"," The listener is excited about the written competition.
"
12052," The speaker's husband is working in a restaurant in dallas.
"," The speaker is new in the city.
"
12053," The speaker informed the listener that her husband owns several restaurants in dallas.
"," The speaker told the listener that they have lived in dallas for ten years.
"
12054," The speaker informed the listener that his family lives in dallas.
"," The speaker told the listener that they have lived in dallas for ten years.
"
12055," The speaker's husband owns several restaurants.
"," The speaker's husband owns several restaurants in dallas, so he decided to open another one here.
"
12056," The speaker informed the listener that her husband owns several restaurants.
"," The speaker's husband will open the new restaurant here.
"
12057," The speaker informed the listener that her husband's company was located in dallas.
"," The speaker's husband will open the new restaurant here.
"
12058," The speaker has invited the listener to his housewarming party.
"," The listener informs the speaker about the apartment as she is new here.
"
12059," The speaker asked the listener about her husband's work.
"," The listener feels happy after talking to the speaker.
"
12060," The speaker asked the listener about her husband's work.
"," The listener feels happy after talking to the speaker.
"
12061," The speaker's husband has been working in the best neighborhood in san antonio.
"," The speaker inquires about the apartment neighborhoods to the listener.
"
12062," The speaker's husband owns several restaurants.
"," The speaker's previous restaurant was in partnership, so he likes to open his restaurant here.
"
12063," The speaker informed the listener that her husband's brothers are managing the restaurant.
"," The speaker will search for a good place to open the restaurant.
"
12064," The speaker informed the listener that her husband's brothers are managing the restaurant.
"," The speaker will search for a good place to open the restaurant.
"
12065," The listener is happy to know about the speaker's husband's restaurant.
"," The listener was happy to know about the speaker and her husband.
"
12066," The listener asked the speaker about his project.
"," The school has given ben a project on the environment.
"
12067," The listener asks the speaker about the project he is working on.
"," The speaker tries to figure out the topic for his project.
"
12068," The listener asks the speaker about the project he is working on.
"," The speaker tries to figure out the topic for his project.
"
12069," The speaker has to complete his project before the end of the year.
"," Environment office is a place where everything related to the environment is monitored.
"
12070," The listener asks the speaker about his project.
"," The listener agrees to help the speaker in his project.
"
12071," The listener asked the speaker if he had any questions about the environment.
"," The listener agrees to help the speaker in his project.
"
12072," The listener asked the speaker about the project he was working on.
"," Ben was looking for other options for his project.
"
12073," The listener asks the speaker about the project he is working on.
"," The listener helps the speaker by suggesting some topics for his project.
"
12074," The listener asks the speaker about the project he is working on.
"," The listener helps the speaker by suggesting some topics for his project.
"
12075," The listener asked the speaker about the project he was working on.
"," Ben didn't know how to start his environmental project.
"
12076," The listener asks the speaker about the project he is working on.
"," The listener asks ben about his thoughts on the greenhouse effect.
"
12077," The listener asks the speaker about the project he is working on.
"," The listener asks ben about his thoughts on the greenhouse effect.
"
12078," The listener asked the speaker if he knew much about the greenhouse effect.
"," The greenhouse effect is common enough for students to have some idea about the environment.
"
12079," The speaker informed the listener that many people are already doing research on the greenhouse effect.
"," Both the listener and ben will decide to choose some other topic for preparing their project.
"
12080," The speaker informed the listener that many people are already doing research on the greenhouse effect.
"," Both the listener and ben will decide to choose some other topic for preparing their project.
"
12081," The listener is curious to know about ben's project.
"," The listener agree with the fact that the greenhouse effect is fairly common for an environmental project.
"
12082," The speaker went on a vacation with his friends.
"," Tim had gone on vacation with some friends.
"
12083," Mr. tim told the listener that he had a good time with his friends.
"," Tim wants to know how the listener spent his vacation.
"
12084," Mr. tim told the listener that he had a great time with his friends.
"," Tim wants to know how the listener spent his vacation.
"
12085," The speaker and the listener went on a trip to the mountains.
"," The speaker's parents are adventurous and have a special bond with the mountains.
"
12086," The speaker shows the pictures of his trip to the mountains to the listener.
"," The listener shared that he did not find the mountains worth spending time with as he had nothing to do.
"
12087," The speaker shows the pictures of his trip to the mountains.
"," The listener shared that he did not find the mountains worth spending time with as he had nothing to do.
"
12088," The speaker and his family went to the mountains.
"," The speaker's parents had a travel voucher to go to the mountain side.
"
12089," The speaker and his family went to the mountains for their vacation.
"," The listener shared that he spent most of his time staying in his hotel room and watching television.
"
12090," The speaker and his family went to the mountains for their vacation.
"," The listener shared that he spent most of his time staying in his hotel room and watching television.
"
12091," The speaker has to catch a train to chicago.
"," The line is too long for tickets to chicago.
"
12092," The speaker will board the train to chicago.
"," Tom inquires about the trains available for chicago from other people in the queue.
"
12093," Mr. tom told the listener that he had to catch a train to chicago.
"," Tom inquires about the trains available for chicago from other people in the queue.
"
12094," The speaker is waiting for a train to chicago.
"," Today ticket vending staff is short.
"
12095," The speaker will wait for the next train to chicago.
"," Tom tries booking an online train ticket to chicago from his mobile phone.
"
12096," Mr. tom told the listener that he was waiting for a train to chicago.
"," Tom tries booking an online train ticket to chicago from his mobile phone.
"
12097," The speaker has to catch the train to chicago.
"," People queue in large numbers to get tickets to chicago.
"
12098," The speaker will wait for the next train to chicago.
"," Tom calls his friend in chicago and informs him that he will come late because of the long waiting time in the queue.
"
12099," The speaker will wait for the next train to chicago.
"," Tom calls his friend in chicago and informs him that he will come late because of the long waiting time in the queue.
"
12100," The listener is surprised to see the crowd of people waiting for the train.
"," The listener is surprised to see tom waiting for a long time to get tickets.
"
12101," Mrs. kate asked mr. tony how long he would be staying in london.
"," The speaker is on a work trip in london.
"
12102," Mrs. kate told mr. tony that she had a lot of work to do in tokyo.
"," Tony will ask kate whether she would be able to stay in london for some more days.
"
12103," Mrs. kate told mr. tony that she had a lot of work to do in tokyo.
"," Tony will ask kate whether she would be able to stay in london for some more days.
"
12104," Mr. tony had to attend a business meeting in tokyo.
"," The speaker has some free time to spend with the listener.
"
12105," Mr. tony told mrs. kate that he had a lot of work in tokyo.
"," Kate suggests to tony that they both can meet up tomorrow to have dinner together.
"
12106," Mrs. kate told mr. tony that she would be going back to tokyo after a few days.
"," Kate suggests to tony that they both can meet up tomorrow to have dinner together.
"
12107," Mr. tony and mrs. kate are good friends.
"," The speaker is short of time because of the scheduled meeting with his client.
"
12108," Mr. tony told mrs. kate that he had to attend a business meeting in oxford.
"," Kate will invite tony for a small dinner party at her home.
"
12109," Mrs. kate told mr. tony that she had to attend a business meeting in oxford.
"," Kate will invite tony for a small dinner party at her home.
"
12110," Mr. tony and mrs. kate are good friends.
"," The speaker is free the next day to join the listener at dinner.
"
12111," Mrs. kate told mr. tony that mrs. jane was her best friend.
"," Tony and jane will reach kate's house for a dinner party.
"
12112," Mrs. kate told mr. tony that she would love to have dinner with him.
"," Tony and jane will reach kate's house for a dinner party.
"
12113," Mr. tony had invited mrs. kate for dinner.
"," Jane is a common friend of the listener and speaker.
"
12114," Mrs. kate told mr. tony that mrs. jane was his best friend.
"," After confirming the dinner party for tomorrow, both kate and tony will leave towards their respective homes.
"
12115," Mrs. kate told mr. tony that mrs. jane was his best friend.
"," After confirming the dinner party for tomorrow, both kate and tony will leave towards their respective homes.
"
12116," Mr. tony was happy to meet mrs. kate.
"," The listener will be delighted to see jane at dinner.
"
12117," The speaker has to attend a football match tonight.
"," The speaker left his school for the day.
"
12118," The speaker told the listener that he was busy watching the football match.
"," The listener will brief the speaker about the homework for today.
"
12119," The speaker informed the listener that he had missed his literature class.
"," The listener will brief the speaker about the homework for today.
"
12120," The listener asked the speaker about the homework for the literature class.
"," The school teacher gave homework for reading chapter 4.
"
12121," The speaker starts reading chapter 4 of the book.
"," The speaker shares that he has already read chapter 4.
"
12122," The speaker starts reading chapter 4 of the book.
"," The speaker shares that he has already read chapter 4.
"
12123," The listener asked the speaker about the homework for the literature class.
"," The speaker had to complete his homework by the end of the day.
"
12124," The speaker will read chapter 4 of the book.
"," The speaker will complete his pending homework for today as he has already completed reading chapter 4.
"
12125," The speaker will read chapter 4 of the book.
"," The speaker will complete his pending homework for today as he has already completed reading chapter 4.
"
12126," The speaker is a football fan.
"," There is a football match scheduled on television tonight.
"
12127," The speaker and the listener will watch the football match together.
"," The speaker will look forward to watching the football match tonight.
"
12128," The speaker and the listener will watch the football match together.
"," The speaker will look forward to watching the football match tonight.
"
12129," The listener asked bob if he had talked to all the witnesses to the car accident.
"," An accident happened on the road.
"
12130," Mr. bob told the listener that an old lady was standing on the street corner when the accident happened.
"," The old lady called the police and informed them about the tragic car accident which took place currently.
"
12131," Mr. bob told the listener that an old lady was standing on the street corner when the accident happened.
"," The old lady called the police and informed them about the tragic car accident which took place currently.
"
12132," The old lady was standing on the street corner when the accident happened.
"," The driver of the red colored car was driving in haste on the road.
"
12133," Mr. bob told the listener that an old lady was standing on the street corner when the accident happened.
"," The accident happened due to the sudden brakes applied by the driver, the vehicles coming from behind the red-colored car collided with each other.
"
12134," Mr. bob told the listener that an old lady was standing on the street corner when the accident happened.
"," The accident happened due to the sudden brakes applied by the driver, the vehicles coming from behind the red-colored car collided with each other.
"
12135," There was a red light on the road.
"," The car was so fast that it did not stop safely.
"
12136," Mr. bob told the listener that it was the red car's fault.
"," The listener wants to know whether the children have seen anything about the accident.
"
12137," Mr. bob told the listener that the car driver was not paying attention to the traffic lights.
"," The listener wants to know whether the children have seen anything about the accident.
"
12138," The speaker asked bob what the kids said about the accident.
"," The children were at home as it was sunday.
"
12139," Mr. bob told the listener that the kids were playing in their front yard.
"," Bob asks whether the old lady had noted down the number of the red-colored car, due to which the accident took place.
"
12140," Mr. bob told the listener that the kids were playing in their front yard.
"," Bob asks whether the old lady had noted down the number of the red-colored car, due to which the accident took place.
"
12141," The listener is shocked to hear that the kids were playing in their front yard.
"," The listener is a little sad because he could not find enough evidence about the accident.
"
12142," Jack and his grandmother met after a long time.
"," Jack visits his grandmother after a long time.
"
12143," The speaker hugged the listener.
"," The grandmother will feel happy to meet jack after such a long time.
"
12144," The speaker hugged the listener and gave her a kiss on the lips.
"," The grandmother will feel happy to meet jack after such a long time.
"
12145," The speaker and jack met after a long time.
"," Grandmother had not seen jack for a long time.
"
12146," The speaker hugged the listener.
"," The grandmother will hug jack and will shower her affection on him.
"
12147," The listener hugged the speaker and gave her a kiss.
"," The grandmother will hug jack and will shower her affection on him.
"
12148," The speaker's grandmother has gifted him with a racing car for his birthday.
"," Grandma gets the news that jack is coming to visit her in a few days.
"
12149," The listener opens the gift given by the speaker.
"," Jack opens the gift and looks at it.
"
12150," Jack gave the gift to his grandmother.
"," Jack opens the gift and looks at it.
"
12151," The listener asked the speaker if she could open the gift.
"," Grandma is familiar with jack's choice.
"
12152," The listener opens the gift given by the speaker.
"," Jack thanks his grandmother for gifting him with a racing car.
"
12153," The listener opens the gift given by the speaker.
"," Jack thanks his grandmother for gifting him with a racing car.
"
12154," The listener opens the gift given by the speaker.
"," Jack hugs his grandmother affectionately for gifting him with such a lovely gift of a racing car.
"
12155," The listener opens the gift given by the speaker.
"," Jack hugs his grandmother affectionately for gifting him with such a lovely gift of a racing car.
"
12156," The listener is happy with the gift given by the speaker.
"," Jack is happy to receive a gift from his grandmother.
"
12157," Mr. henry was looking for a job.
"," The speaker has some leeway which he has to make use of.
"
12158," Mr. henry told the listener that he had never worked in an animal hospital before.
"," Henry will ask the speaker about the kind of voluntary work he is exactly looking for.
"
12159," Mr. henry told the listener that he had never done any volunteer work before.
"," Henry will ask the speaker about the kind of voluntary work he is exactly looking for.
"
12160," Mr. henry had never worked in an animal hospital.
"," A friend of henry told him of the need at the veterinary hospital.
"
12161," Mr. henry told the listener that he had never worked in an animal hospital before.
"," The speaker will politely refuse to work in a veterinary hospital.
"
12162," Mr. henry told the listener that he had never worked in an animal hospital before.
"," The speaker will politely refuse to work in a veterinary hospital.
"
12163," The speaker has never worked in an animal hospital before.
"," The speaker informs henery that he is not good at smelling the medicines.
"
12164," Mr. henry told the listener that he had never worked in an animal hospital.
"," The speaker requests henry suggests finding another option to work as a volunteer.
"
12165," Mr. henry told the listener that he had never worked in an animal hospital before.
"," The speaker requests henry suggests finding another option to work as a volunteer.
"
12166," The speaker is not fond of animals.
"," The speaker is allergic to the smell of drugs.
"
12167," Mr. henry told the listener that he was allergic to medicines.
"," Henry shares with the speaker that there are other things to do in the hospital besides dealing with the medicines.
"
12168," Mr. henry told the listener that he was allergic to animals.
"," Henry shares with the speaker that there are other things to do in the hospital besides dealing with the medicines.
"
12169," Henry does not like the smell of medicine.
"," The speaker earlier became ill because of the smell of drugs.
"
12170," Mr. henry told the listener that he was allergic to medicines.
"," Henry assures the speaker that he will try to find some volunteer work for him.
"
12171," Mr. henry told the listener that he was allergic to medicines.
"," Henry assures the speaker that he will try to find some volunteer work for him.
"
12172," The listener is surprised to hear that the speaker is not afraid of animals.
"," Henry is surprised to hear the speaker.
"
12173," Mrs. mary's mother's birthday was on saturday.
"," It was mary's mother's birthday last weekend.
"
12174," Mrs. mary told mr. jeff that her mother's birthday was on saturday.
"," Jeff would ask mary if there were too many people at the birthday party.
"
12175," Mrs. mary told mr. jeff that her mother's birthday was on saturday.
"," Jeff would ask mary if there were too many people at the birthday party.
"
12176," Mrs. mary told mr. jeff that the movie was almost 70 years old.
"," Mary watched an old movie at her house.
"
12177," Mrs. mary told mr. jeff that the movie was almost 70 years old.
"," Despite an old film, mary liked the film's content.
"
12178," Mrs. mary told mr. jeff that the movie was almost 70 years old.
"," Despite an old film, mary liked the film's content.
"
12179," Mr. jeff told mrs. mary that the movie was almost 70 years old.
"," This film was completely different from the films mary had seen till now.
"
12180," Mrs. mary told mr. jeff that the movie was almost 70 years old.
"," Jeff asks mary that what was the best thing she liked about the movie.
"
12181," Mrs. mary told mr. jeff that the movie was almost 70 years old.
"," Jeff asks mary that what was the best thing she liked about the movie.
"
12182," Mr. jeff and mrs. mary watched an old movie.
"," The film was the biggest hit of its time.
"
12183," Mrs. mary told mr. jeff that the movie was one of the best movies she had ever seen.
"," Mary decides to watch the movie again with some of her friends.
"
12184," Mrs. mary told mr. jeff that the movie was one of the best movies she had ever seen.
"," Mary decides to watch the movie again with some of her friends.
"
12185," Mrs. mary told mr. jeff that she could not take her eyes off the screen.
"," The film was thoroughly entertaining with mixed content.
"
12186," Mrs. mary told mr. jeff that the movie was one of the best movies she had ever seen.
"," Jeff asks mary whether she has the cd of the movie she saw.
"
12187," Mrs. mary told mr. jeff that the movie was one of the best movies she had ever seen.
"," Jeff asks mary whether she has the cd of the movie she saw.
"
12188," The listener is excited to watch the movie.
"," Mary is happy to hear that jeff is excited to see the same film.
"
12189," The speaker and the listener were planning to visit the city.
"," The speaker is on a tour of a different city.
"
12190," The speaker shows the listener the map he bought from the bookstore.
"," Marina will explore different routes in the city from the map the speaker has just purchased.
"
12191," The speaker shows the listener the map he bought from the bookstore.
"," Marina will explore different routes in the city from the map the speaker has just purchased.
"
12192," The speaker is a tour guide in the city.
"," Being a local person, marina is well versed in the city.
"
12193," Mr. marina would tell the listener about the famous places in the city.
"," Marina is quite familiar with every tourist place in the city.
"
12194," The speaker would ask the listener about the best way to reach the destination.
"," Marina is quite familiar with every tourist place in the city.
"
12195," The speaker was the tour guide of the city.
"," Marina has been living in the city since childhood.
"
12196," Mr. marina would tell the listener about the famous places in the city.
"," The speaker wants to know about the tourist places which are worth visiting first.
"
12197," Mr. marina would tell the listener about the famous places in the city.
"," The speaker wants to know about the tourist places which are worth visiting first.
"
12198," The speaker has never seen a musical in broadway.
"," The speaker is fond of listening to music.
"
12199," The speaker and the listener decided to watch a musical in central park.
"," Marina advised the listener to visit central park first.
"
12200," The speaker and the listener will go to broadway theatre to watch a musical.
"," Marina advised the listener to visit central park first.
"
12201," There is a theatre nearby central park.
"," There is a good gathering of people in the evening.
"
12202," The speaker and the listener decided to go to central park first.
"," The speaker is curious to know about what is so special about visiting central park.
"
12203," The speaker and the listener decided to go to broadway in the evening.
"," The speaker is curious to know about what is so special about visiting central park.
"
12204," The listener is curious to know about the places in central park.
"," Marina is excited to tell the speaker about central park.
"
12205," The speaker has to attend a job interview in english.
"," The speaker had earlier applied for a job in the company.
"
12206," The speaker informed the listener that he has to appear for the interview in english.
"," Susan will provide a few tips to the speaker to crack the interview.
"
12207," The speaker informed the listener that he has to attend a job interview in english.
"," Susan will provide a few tips to the speaker to crack the interview.
"
12208," The speaker is not good at communicating over the phone.
"," The speaker was in the shopping mall when the listener called him.
"
12209," The speaker informed the listener that she had to attend the interview in english.
"," Susan promises to visit the speaker's home to give a few interview tips.
"
12210," The speaker informed the listener that she has never attended a job interview in english.
"," Susan promises to visit the speaker's home to give a few interview tips.
"
12211," The speaker invited the listener for lunch.
"," The speaker did not expect the speaker to come to his house to teach him interview tips.
"
12212," The speaker invites the listener over for lunch.
"," The speaker will look forward to susan visiting his home.
"
12213," The speaker invites the listener over for lunch.
"," The speaker will look forward to susan visiting his home.
"
12214," The listener is happy to help the speaker.
"," The listener is very pleased with the arrival of the speaker.
"
12215," The speaker and the listener have some extra money after buying the tv set.
"," After the monthly expenditure, the speaker has some amount in his hand.
"
12216," The speaker informed the listener that they still have some extra money after buying the tv set.
"," The speaker and the listener will list the essential items required for the home to purchase the same from the remaining amount left after buying the tv set.
"
12217," The speaker informed the listener that they have some extra money in their account.
"," The speaker and the listener will list the essential items required for the home to purchase the same from the remaining amount left after buying the tv set.
"
12218," The speaker is not comfortable with the current mode of transportation.
"," The speaker went to college by local bus, so he could not reach the college on time.
"
12219," The speaker informed the listener that he was going to buy a bike for his daily commute.
"," The speaker suggests the listener go to his work via walk.
"
12220," The speaker asked the listener about the price of the bike.
"," The speaker suggests the listener go to his work via walk.
"
12221," The speaker's old computer was not working properly.
"," The speaker knows that his son is using the old computer.
"
12222," The speaker suggested the listener to buy a new computer.
"," The listener offers some money to the speaker for purchasing a new computer.
"
12223," The speaker suggested the listener to buy a new computer.
"," The listener offers some money to the speaker for purchasing a new computer.
"
12224," The speaker's old computer is pretty slow.
"," Computer performance is very low, it did not support the new application.
"
12225," The speaker informed the listener that his old computer is pretty slow.
"," The listener asks about the budget regarding the purchase of a new computer.
"
12226," The speaker told the listener that his old computer is pretty slow.
"," The listener asks about the budget regarding the purchase of a new computer.
"
12227," The speaker is suggesting the listener to buy a new computer.
"," The speaker informed the listener if buy a good company product it will last for long year.
"
12228," The listener decides to buy a good computer for herself.
"," The speaker will give 500 $ for the purchase of the new computer.
"
12229," The listener decides to buy a good computer for herself.
"," The speaker will give 500 $ for the purchase of the new computer.
"
12230," The listener is disappointed with the speaker's statement.
"," The listener is excited to buy a good specification computer instead of the old one.
"
12231," The speaker and the listener are planning to go out for dinner.
"," The listener planned the dinner from the outside for a change.
"
12232," The speaker and the listener decided to have french food for dinner.
"," The speaker is eager to eat outside as he is bored of eating the same home-cooked food.
"
12233," The speaker and the listener decided to have french food for dinner.
"," The speaker is eager to eat outside as he is bored of eating the same home-cooked food.
"
12234," The speaker and the listener are planning to go out for dinner.
"," The speaker is fixing the time and venue for the outing.
"
12235," The speaker and the listener will reach the restaurant on time.
"," The listener agrees with the speaker's idea of eating out.
"
12236," The speaker and the listener will reach the restaurant on time.
"," The listener agrees with the speaker's idea of eating out.
"
12237," The listener is excited to have dinner with the speaker.
"," The listener is happy to enjoy the dinner with speaker.
"
12238," The speaker wants to go out for a bike ride.
"," Harry conduct a solo bike trip last week.
"
12239," The speaker calls harry and asks him about the best places to go for a bike ride.
"," The speaker did not know the good spot for enjoying the bike ride.
"
12240," The speaker calls harry and asks him about the best places to go for a bike ride.
"," The speaker did not know the good spot for enjoying the bike ride.
"
12241," The speaker and the listener are planning to go out for a bike ride.
"," Harry is a good rider he visits a lot of tourist spots in bike well aware of the best place of the tourist spot.
"
12242," The speaker calls harry and asks him about the best places to go for a bike ride.
"," The speaker agreed with the listener for seeking the information from the harry
"
12243," The speaker calls harry and asks him about the best places to go for a bike ride.
"," The speaker agreed with the listener for seeking the information from the harry
"
12244," The speaker is planning to go out for a bike ride with harry.
"," Before leaving for the ride, harry informed the speaker of his visit to the east lake.
"
12245," The speaker calls harry and asks him about the location of the east lake.
"," The speaker telephoned harry to find a good spot to enjoy the ride.
"
12246," The speaker calls harry and asks him about the location of the east lake.
"," The speaker telephoned harry to find a good spot to enjoy the ride.
"
12247," The listener is excited to go for a bike ride with harry.
"," The listener is enthusiastic to know the tourist spots.
"
12248," The speaker's car has been making very strange noises for the past few weeks.
"," The speaker is facing some problem from her car.
"
12249," The speaker informed the listener that her car has been making very strange noises for the past few weeks.
"," The speaker will explain the problem she is facing with her car to the person at the car workshop center.
"
12250," The speaker informed the listener that her car was not working properly.
"," The speaker will explain the problem she is facing with her car to the person at the car workshop center.
"
12251," The speaker's car is not working properly.
"," There is a strange sound coming from the wheel side
"
12252," The speaker told the listener that the car's brakes are not working properly.
"," The listener checks the issue for the noise that comes from the car.
"
12253," The speaker told the listener that her car has been making strange noises since the last few weeks.
"," The listener checks the issue for the noise that comes from the car.
"
12254," The listener asked the speaker if she could look at her car.
"," The speaker did not do regular service checkup of the car since last 6 months.
"
12255," The speaker informed the listener that she would have to wait till tomorrow to get her car repaired.
"," The speaker identify the issue and they need to change the faulty parts.
"
12256," The speaker would ask the listener about the price of the new brakes.
"," The speaker identify the issue and they need to change the faulty parts.
"
12257," The speaker's car needs to be repaired.
"," The speaker needs the car before dusk and he needs to join the party at night.
"
12258," The speaker informed the listener that she would have to leave the car with the listener until tomorrow.
"," The listener informs the speaker that fixing the issue will take time.
"
12259," The speaker's car will be repaired by the listener.
"," The listener informs the speaker that fixing the issue will take time.
"
12260," The speaker has to wait for the parts to arrive.
"," Spare part availability is less in the market so there is a need to buy directly from the company.
"
12261," The speaker will get her car repaired as soon as possible.
"," The listener agree with the speaker and waits untill the next day.
"
12262," The speaker will get her car repaired as soon as possible.
"," The listener agree with the speaker and waits untill the next day.
"
12263," The listener is happy to help the speaker.
"," The listener is frustrated due to the delay in getting spare parts from the company.
"
12264," Jane has prepared well for the exam.
"," The listener found that the speaker attend the exam very confidently.
"
12265," Mr. frank showed his marksheet to mrs. jane.
"," The speaker takes leave from the class to prepare for the test.
"
12266," Jane will feel proud of her performance in the exam.
"," The speaker takes leave from the class to prepare for the test.
"
12267," Frank asked jane about her performance in the exam.
"," The speaker needs to score best in the test to increase his internal mark.
"
12268," Mr. frank showed his marksheet to mrs. jane.
"," The speaker tried his level best for scoring the exam.
"
12269," Mr. frank would ask mrs. jane about her marks in the test.
"," The speaker tried his level best for scoring the exam.
"
12270," The speaker was not prepared for the test.
"," When they appeared in the exam they saw some unexpected questions for the exam.
"
12271," Mr. frank would ask mrs. jane about her marks in the test.
"," The speaker shows the progress report to the listener.
"
12272," Mr. frank would ask mrs. jane about her marks in the exam.
"," The speaker shows the progress report to the listener.
"
12273," The listener asked the speaker if she missed a page in the test.
"," Due to tension, the speaker suddenly overturns the question paper without thorough reading.
"
12274," Mr. frank told mrs. jane that he missed a page in the test.
"," The speaker can't score the mark from the question from the 4th page.
"
12275," Mr. frank told mrs. jane that he missed a page in the test.
"," The speaker can't score the mark from the question from the 4th page.
"
12276," The listener asked the speaker if she missed a page in the test.
"," The speaker missed the fourth page due to excessive stress in the examination.
"
12277," Mr. frank told mrs. jane that it was a three-page test.
"," The listener asks the speaker to check the number of pages everytime before attempting it.
"
12278," Mr. frank told mrs. jane that it was a three-page test.
"," The listener asks the speaker to check the number of pages everytime before attempting it.
"
12279," The listener is disappointed with the speaker's performance in the test.
"," The listener is surprised that the speaker missed some pages for the test.
"
12280," The speaker has to reach kennedy airport on time.
"," The listener is traveling in flight for the first time.
"
12281," The speaker told the listener that he would wake him up when they reached kennedy airport.
"," The speaker will rest till the time of his flight boarding time.
"
12282," The speaker and the listener will board the flight on time.
"," The speaker will rest till the time of his flight boarding time.
"
12283," The speaker has to submit the report by the end of the day.
"," The speaker had some pending work which needs to be completed.
"
12284," The speaker told the listener that he had to submit the report by midnight.
"," The listener asks the speaker if he wish to have a tea.
"
12285," The speaker told the listener that he had to submit the report by midnight.
"," The listener asks the speaker if he wish to have a tea.
"
12286," The speaker has to submit the report by midnight.
"," The speaker didn't sleep last night due to submit his report within the time frame.
"
12287," The speaker told the listener that he had to submit the report by midnight.
"," The listener informs the speaker,when the listener reach at kennedy airport contact the listener.
"
12288," The speaker told the listener that he had to submit the report by midnight.
"," The listener informs the speaker,when the listener reach at kennedy airport contact the listener.
"
12289," The speaker is not comfortable in the seat back.
"," The speaker informed the listener about how to put seat back.
"
12290," The speaker puts the seat back in the plane.
"," The speaker will inform the listener when they would reach kennedy airport.
"
12291," The speaker puts the seat back in the plane.
"," The speaker will inform the listener when they would reach kennedy airport.
"
12292," The listener will feel relaxed after listening to the speaker's comment.
"," The listener is feel happy to travel with the speaker.
"
12293," The listener asked annie how long she had been working at the company.
"," The speaker used to get a good salary from the company.
"
12294," Mrs. annie told the listener that she has been working in the same office for the last 5 years.
"," Annie will insist on saying that she enjoys her work in her current organization and, they pay well too.
"
12295," Mrs. annie told the listener that she has been working in the same office for the last 5 years.
"," Annie will insist on saying that she enjoys her work in her current organization and, they pay well too.
"
12296," Mrs. annie had been working in the same company for almost 5 years.
"," The speaker worked there for five years, so he knew all the work of the company..
"
12297," Mrs. annie told the listener that she was looking for a job that was more challenging.
"," The listener explains his official work to the speaker
"
12298," Mrs. annie told the listener that her current job is very easy for her.
"," The listener explains his official work to the speaker
"
12299," The speaker's current job seems almost too easy for her now.
"," The speaker needs to have a responsible job profile.
"
12300," Mrs. annie told the listener that her current job seems almost too easy for her now.
"," The speaker joined the new company with a better position and enjoyed the new work.
"
12301," Mrs. annie told the listener that her current job seems almost too easy for her now.
"," The speaker joined the new company with a better position and enjoyed the new work.
"
12302," The listener is surprised to know that annie is looking for a new job.
"," The listeners appreciate the speaker's decision to find a new job.
"
12303," The speaker has to attend a business meeting in a nearby city.
"," The speaker is need to explore village areas of the country.
"
12304," The listener asks the speaker about the price of the car.
"," The speaker will ask the listener about the number of days he would like to rent the car.
"
12305," The listener asks the speaker about the price of the car.
"," The speaker will ask the listener about the number of days he would like to rent the car.
"
12306," The speaker has to reach the airport on time.
"," The speaker thought that if he would rent a car, he would visit the lot place as per his consent.
"
12307," The listener asks the speaker if he needs to make a reservation for the car.
"," The speaker got a rental car after submitting the document.
"
12308," The speaker told the listener that he had to reach the airport on time.
"," The speaker got a rental car after submitting the document.
"
12309," The listener is happy to help the speaker.
"," The listener is happy to give the car for rent to the listener.
"
12310," The speaker has to reach the airport on time.
"," The speaker knows that rent a car facility available on there.
"
12311," The listener asks the speaker about the type of car he is looking for.
"," The listener will show the different cars available for renting purposes to the speaker.
"
12312," The listener asks the speaker about the price of the car.
"," The listener will show the different cars available for renting purposes to the speaker.
"
12313," The speaker is on a business trip.
"," The speaker saw the adverisment in airport about the availablity of rent a car.
"
12314," The listener asks the speaker if he has made a reservation for the car.
"," The speaker rents a car after submitting the document.
"
12315," The speaker told the listener that he had to reach the airport on time.
"," The speaker rents a car after submitting the document.
"
12316," The listener asked the speaker how many days he would need to rent the car.
"," The speaker informs the listener about the plan available for rental car.
"
12317," The speaker asks the listener if he will be able to get the car back after 5 days.
"," The listener informs the speaker about the discount provided by the company for renting a car.
"
12318," The speaker pays for the car rental for the listener.
"," The listener informs the speaker about the discount provided by the company for renting a car.
"
12319," The listener inquired about the return policy of the rental car.
"," The speaker informs about the offer available for rent of the car for one week.
"
12320," The speaker asks the listener if he will be able to return the car after 5 days.
"," The speaker chooses the discount plan for renting a car according to the suggestion of the listener.
"
12321," The speaker asks the listener whether he needs to pay the full amount for the car rental.
"," The speaker chooses the discount plan for renting a car according to the suggestion of the listener.
"
12322," The listener asked the speaker if he would like to return the car after 5 days.
"," The speaker accepted the offer to rent a car for seven days.
"
12323," The speaker pays for the car rental and leaves the hotel.
"," The speaker rented a car for five days and returned to the company.
"
12324," The speaker pays the rent for the car and gets his money back.
"," The speaker rented a car for five days and returned to the company.
"
